Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Romania,European Union,2010,10.50 ,12.40 ,143.77 ,10.01 ,98.00 ,93.00 ,26.00 ,94.00 ,94.00 ,0.04 ,7626.00 ,20.25 ,3.00 ,3.20 ,10.70 ,1.00 ,0.00 ,73.50 
Romania,European Union,2001,17.30 ,20.50 ,176.19 ,12.07 ,98.00 ,97.00 ,24.90 ,99.00 ,99.00 ,0.05 ,4853.00 ,22.13 ,3.80 ,4.20 ,9.70 ,1.00 ,0.00 ,71.20 
Romania,European Union,2012,9.50 ,11.20 ,135.68 ,9.66 ,96.00 ,90.00 ,26.30 ,92.00 ,91.00 ,0.04 ,8005.00 ,20.06 ,2.80 ,3.00 ,10.90 ,1.00 ,0.00 ,74.40 
Romania,European Union,2015,7.70 ,9.20 ,128.60 ,9.45 ,90.00 ,80.00 ,26.70 ,89.00 ,89.00 ,0.04 ,8969.00 ,19.82 ,2.50 ,2.70 ,10.90 ,1.00 ,0.00 ,74.90 
Romania,European Union,2000,18.10 ,21.60 ,180.53 ,9.00 ,98.00 ,96.00 ,24.80 ,99.00 ,99.00 ,0.05 ,4549.00 ,22.44 ,4.00 ,4.30 ,9.90 ,1.00 ,0.00 ,71.20 
Romania,European Union,2013,8.90 ,10.60 ,133.32 ,9.65 ,96.00 ,88.00 ,26.40 ,88.00 ,92.00 ,0.04 ,8338.00 ,19.98 ,2.70 ,2.90 ,10.90 ,1.00 ,0.00 ,75.10 
Russian Federation,Rest of Europe,2015,6.60 ,8.20 ,223.00 ,8.06 ,97.00 ,97.00 ,26.20 ,97.00 ,97.00 ,0.08 ,9313.00 ,144.10 ,2.30 ,2.30 ,12.00 ,0.00 ,1.00 ,71.20 
Russian Federation,Rest of Europe,2004,12.00 ,14.90 ,317.97 ,11.50 ,96.00 ,97.00 ,25.90 ,98.00 ,97.00 ,0.08 ,6857.00 ,144.07 ,2.50 ,2.80 ,11.40 ,0.00 ,1.00 ,65.50 
Russian Federation,Rest of Europe,2011,8.10 ,10.10 ,238.22 ,10.75 ,97.00 ,97.00 ,26.10 ,97.00 ,97.00 ,0.08 ,9124.00 ,142.96 ,2.30 ,2.40 ,11.60 ,0.00 ,1.00 ,69.70 
Russian Federation,Rest of Europe,2006,10.30 ,12.80 ,292.21 ,11.83 ,98.00 ,97.00 ,26.00 ,98.00 ,98.00 ,0.08 ,7950.00 ,143.05 ,2.40 ,2.70 ,11.40 ,0.00 ,1.00 ,66.70 
Russian Federation,Rest of Europe,2001,14.70 ,18.30 ,307.74 ,10.47 ,43.00 ,88.00 ,25.80 ,97.00 ,96.00 ,0.08 ,5619.00 ,145.98 ,2.80 ,3.00 ,11.40 ,0.00 ,1.00 ,65.40 
Russian Federation,Rest of Europe,2010,8.30 ,10.40 ,250.95 ,10.82 ,97.00 ,98.00 ,26.10 ,98.00 ,97.00 ,0.08 ,8755.00 ,142.85 ,2.30 ,2.50 ,11.50 ,0.00 ,1.00 ,68.80 
Russian Federation,Rest of Europe,2014,7.20 ,8.90 ,220.93 ,8.86 ,97.00 ,97.00 ,26.20 ,97.00 ,97.00 ,0.08 ,9521.00 ,143.82 ,2.30 ,2.30 ,11.90 ,0.00 ,1.00 ,70.70 
Russian Federation,Rest of Europe,2005,11.10 ,13.80 ,318.63 ,11.59 ,97.00 ,97.00 ,26.00 ,98.00 ,98.00 ,0.08 ,7323.00 ,143.52 ,2.40 ,2.70 ,11.40 ,0.00 ,1.00 ,65.50 
Russian Federation,Rest of Europe,2002,13.80 ,17.20 ,316.46 ,10.87 ,81.00 ,93.00 ,25.80 ,97.00 ,97.00 ,0.08 ,5910.00 ,145.31 ,2.70 ,2.90 ,11.40 ,0.00 ,1.00 ,65.10 
Russian Federation,Rest of Europe,2000,15.50 ,19.30 ,300.61 ,10.21 ,73.00 ,86.00 ,25.70 ,97.00 ,96.00 ,0.08 ,5324.00 ,146.60 ,2.90 ,3.00 ,11.30 ,0.00 ,1.00 ,65.50 
Russian Federation,Rest of Europe,2008,9.00 ,11.20 ,270.02 ,12.09 ,98.00 ,97.00 ,26.10 ,98.00 ,98.00 ,0.08 ,9094.00 ,142.74 ,2.30 ,2.50 ,11.40 ,0.00 ,1.00 ,67.90 
Russian Federation,Rest of Europe,2007,9.60 ,11.90 ,273.83 ,12.24 ,98.00 ,97.00 ,26.00 ,98.00 ,98.00 ,0.08 ,8640.00 ,142.81 ,2.40 ,2.60 ,11.40 ,0.00 ,1.00 ,67.60 
Russian Federation,Rest of Europe,2012,7.90 ,9.80 ,228.07 ,10.56 ,97.00 ,97.00 ,26.10 ,98.00 ,97.00 ,0.08 ,9476.00 ,143.20 ,2.30 ,2.40 ,11.70 ,0.00 ,1.00 ,70.10 
Russian Federation,Rest of Europe,2009,8.60 ,10.70 ,254.15 ,11.25 ,98.00 ,97.00 ,26.10 ,98.00 ,98.00 ,0.08 ,8382.00 ,142.79 ,2.30 ,2.50 ,11.50 ,0.00 ,1.00 ,68.70 
Russian Federation,Rest of Europe,2013,7.60 ,9.40 ,221.00 ,9.77 ,97.00 ,97.00 ,26.20 ,98.00 ,97.00 ,0.08 ,9622.00 ,143.51 ,2.30 ,2.30 ,11.80 ,0.00 ,1.00 ,70.60 
Russian Federation,Rest of Europe,2003,12.90 ,16.10 ,323.85 ,11.32 ,94.00 ,96.00 ,25.90 ,97.00 ,96.00 ,0.08 ,6370.00 ,144.65 ,2.60 ,2.80 ,11.40 ,0.00 ,1.00 ,65.00 
Rwanda,Africa,2007,54.40 ,84.40 ,285.31 ,7.84 ,97.00 ,87.00 ,21.50 ,98.00 ,97.00 ,1.44 ,512.00 ,9.27 ,6.80 ,6.70 ,3.10 ,0.00 ,1.00 ,58.90 
Rwanda,Africa,2011,40.60 ,58.60 ,233.74 ,6.66 ,97.00 ,87.00 ,21.70 ,93.00 ,97.00 ,0.86 ,631.00 ,10.29 ,6.30 ,6.20 ,3.80 ,0.00 ,1.00 ,64.50 
Rwanda,Africa,2004,72.80 ,118.60 ,368.12 ,7.83 ,89.00 ,87.00 ,21.20 ,89.00 ,89.00 ,2.27 ,425.00 ,8.68 ,6.90 ,7.10 ,2.70 ,0.00 ,1.00 ,53.60 
Rwanda,Africa,2001,100.00 ,167.40 ,432.82 ,9.27 ,91.00 ,87.00 ,21.00 ,76.00 ,77.00 ,2.90 ,361.00 ,8.23 ,7.40 ,7.50 ,2.40 ,0.00 ,1.00 ,49.90 
Rwanda,Africa,2013,37.10 ,52.00 ,215.09 ,6.15 ,98.00 ,87.00 ,21.90 ,98.00 ,98.00 ,0.75 ,683.00 ,10.81 ,5.90 ,5.90 ,3.80 ,0.00 ,1.00 ,66.20 
Rwanda,Africa,2006,59.30 ,93.90 ,312.91 ,8.79 ,99.00 ,87.00 ,21.40 ,99.00 ,99.00 ,1.86 ,488.00 ,9.04 ,6.80 ,6.80 ,2.90 ,0.00 ,1.00 ,57.10 
Rwanda,Africa,2009,47.00 ,69.60 ,259.53 ,7.30 ,97.00 ,87.00 ,21.60 ,93.00 ,97.00 ,1.09 ,573.00 ,9.78 ,6.60 ,6.40 ,3.30 ,0.00 ,1.00 ,62.10 
Rwanda,Africa,2012,38.80 ,54.90 ,220.85 ,6.43 ,98.00 ,87.00 ,21.80 ,98.00 ,98.00 ,0.84 ,669.00 ,10.55 ,6.10 ,6.10 ,3.70 ,0.00 ,1.00 ,65.40 
Rwanda,Africa,2002,90.30 ,149.60 ,423.33 ,9.16 ,88.00 ,87.00 ,21.10 ,85.00 ,88.00 ,2.69 ,399.00 ,8.43 ,7.20 ,7.40 ,2.50 ,0.00 ,1.00 ,51.00 
Rwanda,Africa,2000,109.50 ,185.20 ,442.32 ,8.71 ,91.00 ,87.00 ,20.90 ,90.00 ,90.00 ,3.17 ,345.00 ,7.93 ,7.60 ,7.70 ,2.30 ,0.00 ,1.00 ,48.60 
Rwanda,Africa,2015,34.60 ,47.70 ,203.57 ,6.31 ,98.00 ,87.00 ,22.00 ,99.00 ,98.00 ,0.59 ,751.00 ,11.37 ,5.70 ,5.70 ,4.00 ,0.00 ,1.00 ,67.50 
Rwanda,Africa,2005,65.50 ,105.40 ,340.52 ,9.25 ,95.00 ,87.00 ,21.30 ,95.00 ,95.00 ,2.07 ,457.00 ,8.84 ,6.80 ,7.00 ,2.80 ,0.00 ,1.00 ,55.30 
Rwanda,Africa,2014,35.70 ,49.70 ,209.33 ,6.50 ,98.00 ,87.00 ,21.90 ,98.00 ,98.00 ,0.66 ,708.00 ,11.08 ,5.80 ,5.80 ,4.00 ,0.00 ,1.00 ,66.90 
Rwanda,Africa,2008,50.20 ,76.30 ,272.42 ,7.51 ,97.00 ,87.00 ,21.50 ,97.00 ,97.00 ,1.22 ,554.00 ,9.52 ,6.70 ,6.60 ,3.20 ,0.00 ,1.00 ,60.60 
Rwanda,Africa,2010,44.00 ,63.80 ,246.64 ,7.13 ,97.00 ,87.00 ,21.70 ,93.00 ,97.00 ,1.04 ,599.00 ,10.04 ,6.50 ,6.30 ,3.80 ,0.00 ,1.00 ,63.40 
Rwanda,Africa,2003,81.40 ,133.50 ,395.73 ,8.65 ,96.00 ,87.00 ,21.20 ,96.00 ,96.00 ,2.50 ,401.00 ,8.56 ,7.00 ,7.30 ,2.60 ,0.00 ,1.00 ,52.20 
Samoa,Oceania,2013,16.20 ,18.90 ,117.11 ,1.84 ,60.00 ,74.00 ,31.80 ,81.00 ,67.00 ,0.17 ,3961.00 ,0.19 ,0.20 ,0.10 ,10.30 ,0.00 ,1.00 ,72.40 
Samoa,Oceania,2002,17.10 ,20.10 ,167.60 ,3.29 ,86.00 ,84.00 ,30.70 ,91.00 ,86.00 ,0.17 ,3433.00 ,0.18 ,0.20 ,0.20 ,9.10 ,0.00 ,1.00 ,69.50 
Samoa,Oceania,2009,18.80 ,25.70 ,133.74 ,2.88 ,44.00 ,14.00 ,31.40 ,61.00 ,49.00 ,0.17 ,4012.00 ,0.18 ,0.20 ,0.20 ,9.90 ,0.00 ,1.00 ,71.40 
Samoa,Oceania,2007,16.50 ,19.30 ,143.12 ,3.85 ,46.00 ,36.00 ,31.20 ,63.00 ,53.00 ,0.17 ,3949.00 ,0.18 ,0.20 ,0.20 ,9.70 ,0.00 ,1.00 ,70.90 
Samoa,Oceania,2012,16.40 ,19.10 ,119.68 ,2.10 ,64.00 ,52.00 ,31.70 ,82.00 ,64.00 ,0.17 ,4012.00 ,0.19 ,0.20 ,0.10 ,10.20 ,0.00 ,1.00 ,72.10 
Samoa,Oceania,2008,16.50 ,19.30 ,138.43 ,3.97 ,12.00 ,46.00 ,31.30 ,69.00 ,26.00 ,0.17 ,4062.00 ,0.18 ,0.20 ,0.20 ,9.80 ,0.00 ,1.00 ,71.20 
Samoa,Oceania,2006,16.50 ,19.30 ,148.01 ,3.52 ,35.00 ,47.00 ,31.10 ,49.00 ,39.00 ,0.17 ,3955.00 ,0.18 ,0.20 ,0.20 ,9.50 ,0.00 ,1.00 ,70.60 
Samoa,Oceania,2003,16.80 ,19.70 ,162.70 ,4.16 ,83.00 ,65.00 ,30.80 ,90.00 ,83.00 ,0.17 ,3590.00 ,0.18 ,0.20 ,0.20 ,9.20 ,0.00 ,1.00 ,69.80 
Samoa,Oceania,2014,16.10 ,18.70 ,114.53 ,2.05 ,56.00 ,68.00 ,32.00 ,76.00 ,63.00 ,0.17 ,3932.00 ,0.19 ,0.20 ,0.10 ,10.30 ,0.00 ,1.00 ,72.50 
Samoa,Oceania,2005,16.50 ,19.30 ,152.91 ,3.63 ,41.00 ,26.00 ,31.00 ,66.00 ,49.00 ,0.17 ,3897.00 ,0.18 ,0.20 ,0.20 ,9.40 ,0.00 ,1.00 ,70.40 
Samoa,Oceania,2010,16.60 ,19.30 ,129.06 ,2.96 ,57.00 ,30.00 ,31.50 ,74.00 ,62.00 ,0.17 ,4083.00 ,0.19 ,0.20 ,0.20 ,10.00 ,0.00 ,1.00 ,71.70 
Samoa,Oceania,2011,16.50 ,19.20 ,124.37 ,2.10 ,58.00 ,50.00 ,31.60 ,79.00 ,65.00 ,0.17 ,4219.00 ,0.19 ,0.20 ,0.10 ,10.20 ,0.00 ,1.00 ,71.90 
Samoa,Oceania,2004,16.60 ,19.40 ,157.81 ,3.62 ,54.00 ,45.00 ,30.90 ,35.00 ,55.00 ,0.17 ,3678.00 ,0.18 ,0.20 ,0.20 ,9.30 ,0.00 ,1.00 ,70.10 
Samoa,Oceania,2000,18.10 ,21.20 ,176.80 ,3.00 ,89.00 ,46.00 ,30.50 ,98.00 ,95.00 ,0.17 ,3059.00 ,0.17 ,0.20 ,0.20 ,8.80 ,0.00 ,1.00 ,68.70 
Samoa,Oceania,2001,17.60 ,20.60 ,172.20 ,3.42 ,89.00 ,46.00 ,30.60 ,88.00 ,85.00 ,0.17 ,3268.00 ,0.18 ,0.20 ,0.20 ,8.90 ,0.00 ,1.00 ,69.10 
Samoa,Oceania,2015,15.90 ,18.60 ,111.95 ,2.10 ,59.00 ,55.00 ,32.10 ,78.00 ,66.00 ,0.17 ,4074.00 ,0.19 ,0.20 ,0.10 ,10.30 ,0.00 ,1.00 ,72.70 
Sao Tome and Principe,Central America and Caribbean,2013,22.00 ,27.70 ,194.20 ,5.40 ,97.00 ,71.00 ,24.60 ,97.00 ,97.00 ,0.16 ,1486.00 ,0.19 ,5.70 ,5.50 ,5.20 ,0.00 ,1.00 ,68.70 
Sao Tome and Principe,Central America and Caribbean,2006,36.60 ,50.90 ,204.86 ,5.68 ,75.00 ,71.00 ,24.10 ,97.00 ,97.00 ,0.53 ,1282.00 ,0.16 ,6.90 ,6.80 ,4.50 ,0.00 ,1.00 ,65.30 
Sao Tome and Principe,Central America and Caribbean,2014,20.10 ,25.30 ,192.89 ,5.63 ,95.00 ,71.00 ,24.70 ,95.00 ,95.00 ,0.18 ,1554.00 ,0.20 ,5.60 ,5.40 ,5.30 ,0.00 ,1.00 ,69.10 
Sao Tome and Principe,Central America and Caribbean,2011,25.70 ,33.00 ,196.75 ,6.31 ,96.00 ,71.00 ,24.50 ,96.00 ,96.00 ,0.27 ,1431.00 ,0.18 ,6.00 ,5.90 ,5.00 ,0.00 ,1.00 ,67.90 
Sao Tome and Principe,Central America and Caribbean,2001,51.20 ,76.50 ,218.96 ,5.10 ,70.00 ,71.00 ,23.60 ,90.00 ,92.00 ,1.23 ,1081.00 ,0.14 ,7.80 ,7.80 ,4.30 ,0.00 ,1.00 ,62.00 
Sao Tome and Principe,Central America and Caribbean,2002,48.00 ,71.00 ,217.48 ,5.93 ,70.00 ,71.00 ,23.70 ,92.00 ,92.00 ,1.08 ,1087.00 ,0.15 ,7.60 ,7.60 ,4.30 ,0.00 ,1.00 ,62.70 
Sao Tome and Principe,Central America and Caribbean,2003,45.00 ,65.60 ,214.32 ,6.70 ,43.00 ,71.00 ,23.80 ,94.00 ,94.00 ,0.89 ,1136.00 ,0.15 ,7.40 ,7.40 ,4.40 ,0.00 ,1.00 ,63.40 
Sao Tome and Principe,Central America and Caribbean,2012,23.70 ,30.20 ,195.51 ,5.65 ,96.00 ,71.00 ,24.60 ,96.00 ,96.00 ,0.22 ,1446.00 ,0.19 ,5.90 ,5.70 ,5.10 ,0.00 ,1.00 ,68.30 
Sao Tome and Principe,Central America and Caribbean,2015,18.50 ,23.10 ,191.59 ,5.00 ,96.00 ,76.00 ,24.70 ,96.00 ,96.00 ,0.15 ,1585.00 ,0.20 ,5.50 ,5.30 ,5.60 ,0.00 ,1.00 ,69.40 
Sao Tome and Principe,Central America and Caribbean,2009,29.70 ,39.30 ,199.23 ,4.34 ,98.00 ,71.00 ,24.40 ,99.00 ,98.00 ,0.36 ,1348.00 ,0.18 ,6.30 ,6.20 ,4.80 ,0.00 ,1.00 ,66.90 
Sao Tome and Principe,Central America and Caribbean,2010,27.60 ,36.10 ,197.99 ,5.00 ,98.00 ,71.00 ,24.40 ,98.00 ,98.00 ,0.31 ,1402.00 ,0.18 ,6.10 ,6.00 ,4.90 ,0.00 ,1.00 ,67.40 
Sao Tome and Principe,Central America and Caribbean,2000,54.30 ,82.00 ,220.45 ,5.07 ,70.00 ,71.00 ,23.50 ,87.00 ,82.00 ,1.31 ,1081.00 ,0.14 ,8.00 ,8.10 ,4.20 ,0.00 ,1.00 ,61.40 
Sao Tome and Principe,Central America and Caribbean,2005,39.30 ,55.50 ,208.02 ,5.50 ,96.00 ,71.00 ,24.00 ,97.00 ,97.00 ,0.62 ,1206.00 ,0.16 ,7.00 ,7.00 ,4.50 ,0.00 ,1.00 ,64.70 
Sao Tome and Principe,Central America and Caribbean,2004,42.10 ,60.40 ,211.17 ,5.92 ,70.00 ,71.00 ,23.90 ,99.00 ,96.00 ,0.75 ,1154.00 ,0.15 ,7.20 ,7.20 ,4.40 ,0.00 ,1.00 ,64.00 
Sao Tome and Principe,Central America and Caribbean,2008,31.90 ,42.90 ,200.47 ,4.56 ,99.00 ,71.00 ,24.30 ,99.00 ,99.00 ,0.39 ,1353.00 ,0.17 ,6.50 ,6.40 ,4.70 ,0.00 ,1.00 ,66.40 
Sao Tome and Principe,Central America and Caribbean,2007,34.20 ,46.70 ,201.71 ,4.32 ,87.00 ,71.00 ,24.20 ,98.00 ,97.00 ,0.46 ,1287.00 ,0.17 ,6.70 ,6.60 ,4.60 ,0.00 ,1.00 ,65.90 
Saudi Arabia,Middle East,2014,8.30 ,9.60 ,89.12 ,0.00 ,98.00 ,98.00 ,28.30 ,98.00 ,98.00 ,0.13 ,20328.00 ,30.92 ,7.70 ,7.50 ,9.50 ,0.00 ,1.00 ,74.50 
Saudi Arabia,Middle East,2004,15.00 ,17.40 ,102.86 ,0.06 ,96.00 ,97.00 ,27.70 ,96.00 ,96.00 ,0.13 ,18220.00 ,23.13 ,7.20 ,7.30 ,7.50 ,0.00 ,1.00 ,73.20 
Saudi Arabia,Middle East,2002,16.70 ,19.60 ,105.30 ,0.06 ,97.00 ,96.00 ,27.60 ,95.00 ,95.00 ,0.13 ,16095.00 ,21.81 ,7.30 ,7.30 ,7.00 ,0.00 ,1.00 ,72.90 
Saudi Arabia,Middle East,2015,7.80 ,9.10 ,87.97 ,0.00 ,98.00 ,96.00 ,28.40 ,97.00 ,98.00 ,0.13 ,20628.00 ,31.72 ,7.80 ,7.60 ,9.50 ,0.00 ,1.00 ,74.70 
Saudi Arabia,Middle East,2013,8.80 ,10.20 ,90.27 ,0.00 ,98.00 ,99.00 ,28.30 ,98.00 ,98.00 ,0.13 ,20176.00 ,30.05 ,7.60 ,7.50 ,9.50 ,0.00 ,1.00 ,74.40 
Saudi Arabia,Middle East,2003,15.80 ,18.50 ,104.08 ,0.06 ,95.00 ,97.00 ,27.70 ,95.00 ,95.00 ,0.13 ,17385.00 ,22.46 ,7.20 ,7.30 ,7.10 ,0.00 ,1.00 ,73.10 
Saudi Arabia,Middle East,2000,18.80 ,22.00 ,109.98 ,0.05 ,93.00 ,96.00 ,27.60 ,95.00 ,95.00 ,0.13 ,17691.00 ,20.66 ,7.30 ,7.40 ,6.70 ,0.00 ,1.00 ,72.60 
Saudi Arabia,Middle East,2007,12.60 ,14.70 ,99.22 ,0.09 ,96.00 ,98.00 ,27.90 ,96.00 ,96.00 ,0.13 ,18496.00 ,25.18 ,7.20 ,7.30 ,8.10 ,0.00 ,1.00 ,73.50 
Saudi Arabia,Middle East,2009,11.20 ,13.00 ,96.09 ,0.09 ,98.00 ,98.00 ,28.00 ,98.00 ,98.00 ,0.13 ,18203.00 ,26.63 ,7.30 ,7.30 ,8.60 ,0.00 ,1.00 ,73.80 
Saudi Arabia,Middle East,2001,17.70 ,20.70 ,107.64 ,0.05 ,95.00 ,96.00 ,27.60 ,97.00 ,97.00 ,0.13 ,17032.00 ,21.20 ,7.30 ,7.30 ,6.80 ,0.00 ,1.00 ,72.80 
Saudi Arabia,Middle East,2012,9.30 ,10.80 ,91.41 ,0.00 ,98.00 ,98.00 ,28.20 ,98.00 ,98.00 ,0.13 ,20250.00 ,29.15 ,7.50 ,7.40 ,9.40 ,0.00 ,1.00 ,74.30 
Saudi Arabia,Middle East,2010,10.50 ,12.30 ,94.53 ,0.00 ,98.00 ,98.00 ,28.10 ,98.00 ,98.00 ,0.13 ,18568.00 ,27.42 ,7.30 ,7.40 ,8.90 ,0.00 ,1.00 ,73.90 
Saudi Arabia,Middle East,2006,13.40 ,15.50 ,100.43 ,0.08 ,96.00 ,97.00 ,27.80 ,96.00 ,96.00 ,0.13 ,18670.00 ,24.50 ,7.20 ,7.30 ,7.80 ,0.00 ,1.00 ,73.40 
Saudi Arabia,Middle East,2008,11.90 ,13.80 ,97.66 ,0.08 ,98.00 ,98.00 ,27.90 ,98.00 ,98.00 ,0.13 ,19118.00 ,25.89 ,7.20 ,7.30 ,8.30 ,0.00 ,1.00 ,73.60 
Saudi Arabia,Middle East,2005,14.20 ,16.50 ,101.65 ,0.05 ,97.00 ,97.00 ,27.80 ,96.00 ,96.00 ,0.13 ,18683.00 ,23.82 ,7.20 ,7.30 ,7.60 ,0.00 ,1.00 ,73.30 
Saudi Arabia,Middle East,2011,9.90 ,11.50 ,92.97 ,0.00 ,98.00 ,97.00 ,28.10 ,98.00 ,98.00 ,0.13 ,19813.00 ,28.27 ,7.40 ,7.40 ,9.10 ,0.00 ,1.00 ,74.10 
Senegal,Africa,2005,53.20 ,91.80 ,237.77 ,0.34 ,84.00 ,33.00 ,22.50 ,84.00 ,84.00 ,0.49 ,1134.00 ,11.09 ,11.40 ,11.30 ,2.40 ,0.00 ,1.00 ,60.60 
Senegal,Africa,2006,50.60 ,85.20 ,233.39 ,0.37 ,89.00 ,33.00 ,22.50 ,89.00 ,89.00 ,0.42 ,1130.00 ,11.38 ,11.20 ,11.10 ,2.40 ,0.00 ,1.00 ,61.40 
Senegal,Africa,2013,37.60 ,55.40 ,197.01 ,0.19 ,92.00 ,33.00 ,22.90 ,89.00 ,92.00 ,0.12 ,1141.00 ,13.78 ,9.90 ,9.70 ,2.80 ,0.00 ,1.00 ,65.90 
Senegal,Africa,2010,42.40 ,65.70 ,211.90 ,0.18 ,89.00 ,33.00 ,22.70 ,76.00 ,89.00 ,0.19 ,1150.00 ,12.68 ,1.40 ,1.30 ,2.40 ,0.00 ,1.00 ,64.30 
Senegal,Africa,2002,62.30 ,115.10 ,250.93 ,0.22 ,87.00 ,33.00 ,22.30 ,60.00 ,60.00 ,0.64 ,1061.00 ,10.28 ,12.00 ,11.90 ,2.40 ,0.00 ,1.00 ,58.70 
Senegal,Africa,2000,67.70 ,129.50 ,250.91 ,0.24 ,87.00 ,33.00 ,22.10 ,49.00 ,52.00 ,0.68 ,1067.00 ,9.80 ,12.30 ,12.30 ,1.90 ,0.00 ,1.00 ,57.80 
Senegal,Africa,2009,44.10 ,69.80 ,217.60 ,0.31 ,86.00 ,33.00 ,22.70 ,83.00 ,86.00 ,0.22 ,1143.00 ,12.34 ,1.60 ,1.50 ,2.40 ,0.00 ,1.00 ,63.60 
Senegal,Africa,2015,34.70 ,49.40 ,190.03 ,0.19 ,89.00 ,54.00 ,22.90 ,85.00 ,89.00 ,0.10 ,1219.00 ,14.58 ,9.50 ,9.30 ,2.90 ,0.00 ,1.00 ,66.70 
Senegal,Africa,2014,36.20 ,52.30 ,193.52 ,0.19 ,89.00 ,64.00 ,22.90 ,85.00 ,89.00 ,0.10 ,1179.00 ,14.17 ,9.70 ,9.50 ,2.80 ,0.00 ,1.00 ,66.40 
Senegal,Africa,2003,59.20 ,107.00 ,246.55 ,0.19 ,87.00 ,33.00 ,22.30 ,73.00 ,73.00 ,0.59 ,1093.00 ,10.54 ,11.80 ,11.70 ,2.40 ,0.00 ,1.00 ,59.30 
Senegal,Africa,2008,46.10 ,74.30 ,223.30 ,0.36 ,88.00 ,33.00 ,22.70 ,87.00 ,88.00 ,0.26 ,1143.00 ,12.00 ,1.80 ,1.70 ,2.40 ,0.00 ,1.00 ,62.90 
Senegal,Africa,2001,65.20 ,122.90 ,250.92 ,0.24 ,87.00 ,33.00 ,22.20 ,49.00 ,52.00 ,0.67 ,1086.00 ,10.04 ,12.10 ,12.10 ,2.30 ,0.00 ,1.00 ,58.20 
Senegal,Africa,2011,40.70 ,62.10 ,206.20 ,0.21 ,92.00 ,33.00 ,22.80 ,89.00 ,92.00 ,0.16 ,1133.00 ,13.03 ,1.20 ,1.10 ,2.40 ,0.00 ,1.00 ,64.90 
Senegal,Africa,2012,39.20 ,58.70 ,200.50 ,0.19 ,91.00 ,33.00 ,22.80 ,83.00 ,91.00 ,0.14 ,1146.00 ,13.40 ,1.00 ,9.90 ,2.60 ,0.00 ,1.00 ,65.40 
Senegal,Africa,2007,48.20 ,79.40 ,229.00 ,0.34 ,94.00 ,33.00 ,22.60 ,93.00 ,94.00 ,0.36 ,1132.00 ,11.69 ,11.00 ,1.90 ,2.40 ,0.00 ,1.00 ,62.10 
Senegal,Africa,2004,56.10 ,99.10 ,242.16 ,0.36 ,89.00 ,33.00 ,22.40 ,87.00 ,87.00 ,0.55 ,1115.00 ,10.81 ,11.60 ,11.50 ,2.40 ,0.00 ,1.00 ,59.90 
Serbia,Rest of Europe,2004,8.40 ,9.70 ,145.09 ,9.17 ,89.00 ,96.00 ,25.50 ,96.00 ,88.00 ,0.01 ,4162.00 ,7.46 ,2.60 ,2.60 ,10.00 ,0.00 ,1.00 ,72.70 
Serbia,Rest of Europe,2010,6.60 ,7.60 ,127.77 ,8.87 ,89.00 ,91.00 ,25.80 ,91.00 ,91.00 ,0.02 ,5206.00 ,7.29 ,2.20 ,2.30 ,10.40 ,0.00 ,1.00 ,74.30 
Serbia,Rest of Europe,2003,9.10 ,10.50 ,147.69 ,9.10 ,82.00 ,96.00 ,25.40 ,89.00 ,89.00 ,0.01 ,3808.00 ,7.48 ,2.70 ,2.70 ,9.90 ,0.00 ,1.00 ,72.40 
Serbia,Rest of Europe,2013,5.90 ,6.90 ,119.06 ,7.94 ,91.00 ,82.00 ,25.90 ,97.00 ,95.00 ,0.02 ,5525.00 ,7.16 ,2.10 ,2.10 ,10.40 ,0.00 ,1.00 ,75.20 
Serbia,Rest of Europe,2008,6.90 ,8.00 ,134.12 ,9.59 ,93.00 ,97.00 ,25.70 ,95.00 ,95.00 ,0.02 ,5271.00 ,7.35 ,2.30 ,2.40 ,10.40 ,0.00 ,1.00 ,73.90 
Serbia,Rest of Europe,2014,5.70 ,6.60 ,116.69 ,7.19 ,92.00 ,91.00 ,26.00 ,93.00 ,93.00 ,0.02 ,5463.00 ,7.13 ,2.10 ,2.10 ,10.70 ,0.00 ,1.00 ,75.30 
Serbia,Rest of Europe,2009,6.70 ,7.80 ,130.95 ,9.78 ,93.00 ,87.00 ,25.70 ,97.00 ,95.00 ,0.02 ,5148.00 ,7.32 ,2.30 ,2.30 ,10.40 ,0.00 ,1.00 ,74.00 
Serbia,Rest of Europe,2012,6.20 ,7.10 ,121.42 ,8.78 ,97.00 ,90.00 ,25.90 ,93.00 ,91.00 ,0.02 ,5344.00 ,7.20 ,2.10 ,2.10 ,10.50 ,0.00 ,1.00 ,74.80 
Serbia,Rest of Europe,2002,9.90 ,11.50 ,150.29 ,9.20 ,79.00 ,75.00 ,25.40 ,95.00 ,95.00 ,0.01 ,3640.00 ,7.50 ,2.70 ,2.80 ,9.70 ,0.00 ,1.00 ,72.30 
